timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,Algorithm,Dataset
2024-08-15T17:25:50,codecarbon,ecc9cf85-a2bf-4ff3-973a-2b9048add774,0.0754969120025634,2.155212001711793e-07,2.8547021918441018e-06,42.5,0.0,3.0,8.90151494079166e-07,0,6.26558065414429e-08,9.528073006206088e-07,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:26:08,codecarbon,b15c3072-2e56-4332-8430-c72f9c05bba0,0.066249132156372,1.8895451917899986e-07,2.8521810479418565e-06,42.5,0.0,3.0,7.80441529221005e-07,0,5.4915944735209155e-08,8.353574739562142e-07,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:26:38,codecarbon,d6c4fcb4-f320-4140-b9dd-c516b04741c3,0.0719730854034423,2.0545665414214137e-07,2.8546317417193097e-06,42.5,0.0,3.0,8.485957980155945e-07,0,5.971670150756835e-08,9.083124995231628e-07,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:27:06,codecarbon,ad213a7a-569d-4282-8661-06f56af78849,0.0728709697723388,2.080012570958668e-07,2.8543775078841076e-06,42.5,0.0,3.0,8.59147972530789e-07,0,6.041407585144044e-08,9.195620483822294e-07,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:46:38,codecarbon,faff7e87-2145-4cc1-93f4-95734726638b,0.0743286609649658,2.123139256079992e-07,2.8564206976373697e-06,42.5,0.0,3.0,8.768409490585327e-07,0,6.178716818491618e-08,9.38628117243449e-07,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:47:09,codecarbon,7b9631ea-9a4e-41fc-868c-4a28e2cd59f0,0.0872030258178711,2.490021079927021e-07,2.8554296786989755e-06,42.5,0.0,3.0,1.028416222996182e-06,0,7.240831851959228e-08,1.1008245415157743e-06,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:57:04,codecarbon,2a0bbe98-51c0-420f-b8f8-39c132de23eb,0.0666408538818359,1.9032354515433313e-07,2.8559589811349785e-06,42.5,0.0,3.0,7.860258221626283e-07,0,5.5384039878845226e-08,8.414098620414735e-07,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:57:44,codecarbon,6619a7f9-e1f6-4586-92e1-fca24e263552,0.0693299770355224,1.9774910441385377e-07,2.852288618421631e-06,42.5,0.0,3.0,8.167563213242425e-07,0,5.748152732849121e-08,8.742378486527338e-07,Italy,ITA,sardinia,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,9.1111,39.2111,8.0,machine,N,Logistic Regression,Breast Cancer
2024-08-15T17:58:17,codecarbon,b3fb0ef6-02e4-4043-9476-58a795bcda56,0.0686781406402587,2.058573160247995e-09,2.9974212188284984e-08,42.5,0.0,3.0,8.090328839090136e-07,0,5.6925813357035326e-08,8.659586972660489e-07,Canada,CAN,quebec,,,macOS-14.5-arm64-arm-64bit,3.10.14,2.2.2,8,Apple M2,,,-71.2,46.8,8.0,machine,N,Logistic Regression,Breast Cancer
